"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1414270155470","37.0443333","-97.7598333","1.9","1.53","""ml""","11","102","0.1089","0.04","""ismpkansas""","id5116","1437341009540","""Kansas""","earthquake"
"1414269929810","33.6231667","-116.8663333","17.143","0.7","""ml""","19","52","0.07977","0.2","""ci""","id5117","1457696085383","""14km S of Valle Vista, CA""","earthquake"
"1414269586300","46.6468","-113.1211","14","1.1","""mc""","21","75.599993952001","0.282071","0.19","""mb""","id5118","1414518559223","""37km NNE of Philipsburg, Montana""","earthquake"
"1414269226640","38.8066673","-122.8248367","1.568","0.45","""md""","7","64","0.003604","0.01","""nc""","id5120","1486256157578","""Northern California""","earthquake"
"1414268302870","38.806","-122.8128333","2.893","0.43","""md""","20","50","0.01351","0.07","""nc""","id5126","1486256152725","""5km WNW of The Geysers, California""","earthquake"
"1414268298570","38.5313333","-122.4553333","10.136","1.46","""md""","25","47","0.1135","0.19","""nc""","id5127","1486256147189","""1km E of Deer Park, California""","earthquake"
"1414268171310","38.8089981","-122.8128357","2","0.86","""md""","15","98","0.01261","0.03","""nc""","id5128","1486256141853","""6km NW of The Geysers, California""","earthquake"
"1414268129280","38.8100014","-122.8525009","0.499","0.44","""md""","4","161","0.03153","0.06","""nc""","id5129","1486256136789","""Northern California""","earthquake"
"1414268063730","38.809","-122.8136667","1.53","2.08","""md""","52","36","0.01171","0.04","""nc""","id5131","1486256130660","""6km NW of The Geysers, California""","earthquake"
"1414266811300","37.4058333","-118.473","6.825","0.48","""md""","8","82","0.04234","0.03","""nc""","id5134","1486256122915","""5km WNW of Dixon Lane-Meadow Creek, California""","earthquake"
"1414265231050","38.8300018","-122.8553314","1.722","0.33","""md""","7","111","0.002703","0.01","""nc""","id5137","1486256118004","""10km NW of The Geysers, California""","earthquake"
"1414263690520","36.1375","-118.0561667","-0.737","2.29","""ml""","31","80","0.1642","0.18","""ci""","id5143","1457763655620","""14km NW of Coso Junction, CA""","earthquake"
"1414263021510","33.759","-115.9386667","0.429","1.56","""ml""","40","69","0.09858","0.23","""ci""","id5145","1457702502138","""23km NE of Thermal, CA""","earthquake"
"1414262812490","38.8208351","-122.802002","1.99","0.34","""md""","11","84","0.007207","0.03","""nc""","id5146","1486256112989","""6km W of Cobb, California""","earthquake"
"1414262702200","19.1284","-66.8401","42","3.3","""Md""","15","273.6","0.7051775","0.14","""pr""","id5147","1421457938040","""71km N of Hatillo, Puerto Rico""","earthquake"
"1414261586360","38.824501","-122.769165","-0.856","0.62","""md""","6","113","0.01441","0.06","""nc""","id5154","1486256107741","""Northern California""","earthquake"
"1414258687430","33.3215","-116.2826667","8.757","1.64","""ml""","57","26","0.1246","0.27","""ci""","id5162","1457715957405","""11km NE of Borrego Springs, CA""","earthquake"
"1414258476870","35.9788333","-120.5423333","1.976","0.48","""md""","23","78","0.003604","0.07","""nc""","id5163","1486256102680","""24km SW of Coalinga, California""","earthquake"
"1414258472650","38.841835","-122.831337","1.803","1.06","""md""","13","63","0.004505","0.03","""nc""","id5164","1486256097419","""9km WNW of Cobb, California""","earthquake"
"1414258314450","38.5233333","-122.4478333","10.511","1.37","""md""","15","105","0.1207","0.11","""nc""","id5165","1486256092342","""2km NE of Saint Helena, California""","earthquake"
"1414258198340","36.1396667","-118.055","-0.473","1.77","""ml""","26","80","0.1635","0.23","""ci""","id5167","1457722688166","""14km NW of Coso Junction, CA""","earthquake"
"1414256455160","36.1415","-118.0505","-0.433","0.67","""ml""","11","83","0.1602","0.2","""ci""","id5176","1457689769104","""14km NW of Coso Junction, CA""","earthquake"
"1414256437060","38.527","-122.4533333","14.676","1.66","""md""","21","102","0.118","0.16","""nc""","id5177","1486256087332","""1km ESE of Deer Park, California""","earthquake"
"1414254984700","38.8028336","-122.7721634","1.139","0.77","""md""","10","109","0.01261","0.02","""nc""","id5183","1486256081901","""3km NNW of The Geysers, California""","earthquake"
"1414253709760","38.8089981","-122.8131638","2.333","0.52","""md""","7","112","0.01261","0.03","""nc""","id5191","1486256076992","""6km NW of The Geysers, California""","earthquake"
"1414253060410","35.3613333","-118.6496667","5.461","1.9","""ml""","33","73","0.1339","0.18","""ci""","id5195","1457756991974","""23km NE of Arvin, CA""","earthquake"
"1414252335470","38.5215","-122.4555","13.533","1.59","""md""","22","57","0.1198","0.15","""nc""","id5196","1486256071637","""1km SE of Deer Park, California""","earthquake"
"1414251151310","35.8353333","-118.108","11.949","0.51","""ml""","9","276","0.05146","0.13","""ci""","id5201","1457683260332","""21km WSW of Little Lake, CA""","earthquake"
"1414249360190","34.2651667","-117.0821667","7.198","1.01","""ml""","25","87","0.06426","0.16","""ci""","id5208","1457702500596","""7km NNE of Running Springs, CA""","earthquake"
"1414248127920","49.7713333","-123.4408333","-1.025","0.91","""md""","3","196","0.3368","0.1","""uw""","id5213","1469216434880","""British Columbia, Canada""","earthquake"
"1414247519130","38.7923317","-122.7494965","0.736","0.87","""md""","7","83","0.01351","0.02","""nc""","id5215","1486256066475","""1km NNE of The Geysers, California""","earthquake"
"1414247475080","36.1301667","-118.0518333","-1.837","3.61","""ml""","41","71","0.16","0.19","""ci""","id5216","1457756990324","""13km NW of Coso Junction, CA""","earthquake"
"1414246983820","37.589","-118.7871667","3.439","0.08","""md""","9","285","0.03333","0.07","""nc""","id5217","1486256061310","""Central California""","earthquake"
"1414245724500","18.0548","-66.625","15","1.3","""Md""","3","133.2","0.02155957","0.05","""pr""","id5220","1414250678752","""4km NNW of Ponce, Puerto Rico""","earthquake"
"1414245492540","38.5251667","-122.4648333","11.657","1.62","""md""","26","85","0.1126","0.2","""nc""","id5221","1486256054590","""0km SSE of Deer Park, California""","earthquake"
"1414244532390","38.5301667","-122.4441667","13.516","1.78","""md""","28","59","0.1135","0.12","""nc""","id5224","1486256045260","""2km E of Deer Park, California""","earthquake"
"1414244455000","38.5246667","-122.4593333","10.386","2.72","""md""","93","39","0.1171","0.2","""nc""","id5225","1486256033400","""1km SE of Deer Park, California""","earthquake"
"1414243851560","38.7998352","-122.7521667","2.216","0.89","""md""","7","136","0.02072","0.02","""nc""","id5228","1486256024095","""2km N of The Geysers, California""","earthquake"
"1414242626780","38.8115005","-122.8221664","1.973","0.83","""md""","16","103","0.01532","0.03","""nc""","id5229","1486256019338","""6km WNW of The Geysers, California""","earthquake"
"1414242347750","38.8081665","-122.8018341","1.463","0.72","""md""","7","89","0.005405","0.01","""nc""","id5230","1486256014542","""Northern California""","earthquake"
"1414240194200","18.8262","-64.4172","24","3.4","""Md""","16","298.8","0.44915764","0.17","""pr""","id5237","1421457938040","""49km NNE of Road Town, British Virgin Islands""","earthquake"
"1414239680830","33.8415","-117.6848333","8.043","1.87","""ml""","65","34","0.07812","0.24","""ci""","id5239","1457722686562","""11km WSW of Corona, CA""","earthquake"
"1414238729300","18.1623","-66.9674","15","1.8","""Md""","5","129.6","0.11318773","0.2","""pr""","id5242","1414250530019","""2km SSE of Maricao, Puerto Rico""","earthquake"
"1414237583220","38.9673333","-111.3991667","7.49","1.24","""md""","8","109","0.1843","0.14","""uu""","id5246","1414445949100","""26km WSW of Ferron, Utah""","earthquake"
"1414237001920","34.2575","-117.0863333","6.488","1","""ml""","22","84","0.06719","0.16","""ci""","id5248","1457743582393","""6km NNE of Running Springs, CA""","earthquake"
"1414235623080","35.5993333","-118.3596667","-0.156","1.66","""ml""","27","68","0.0958","0.24","""ci""","id5251","1457722684820","""10km ESE of Lake Isabella, CA""","earthquake"
"1414235342340","37.4793333","-118.7833333","4.875","1.62","""md""","28","121","0.04955","0.04","""nc""","id5252","1486256008500","""25km SE of Mammoth Lakes, California""","earthquake"
"1414235256140","34.2836667","-117.0356667","11.351","3.05","""ml""","98","42","0.03667","0.16","""ci""","id5253","1457663703124","""11km NE of Running Springs, CA""","earthquake"
"1414234994930","34.605","-118.6425","6.537","1.46","""ml""","29","59","0.06748","0.25","""ci""","id5256","1457756987207","""13km N of Castaic, CA""","earthquake"
"1414233666610","38.776001","-122.7236633","1.699","1.04","""md""","9","93","0.005405","0.02","""nc""","id5261","1486256000801","""2km E of The Geysers, California""","earthquake"
"1414232995760","34.1878333","-117.3708333","12.156","2.24","""ml""","92","24","0.07175","0.22","""ci""","id5264","1457696084020","""4km NNW of Muscoy, CA""","earthquake"
"1414232858980","33.0491667","-116.4406667","5.049","0.61","""ml""","15","124","0.1355","0.21","""ci""","id5265","1457743580903","""15km ESE of Julian, CA""","earthquake"
"1414232275660","46.8533333","-121.7396667","-1.628","0.23","""md""","6","108","0.01822","0.09","""uw""","id5267","1469216434640","""27km N of Packwood, Washington""","earthquake"
"1414231278610","33.627","-116.7536667","15.793","0.43","""ml""","20","81","0.03434","0.07","""ci""","id5269","1457715955767","""11km NW of Anza, CA""","earthquake"
"1414230905500","36.092","-117.6478333","-0.426","0.95","""ml""","9","113","0.1017","0.14","""ci""","id5271","1457763654001","""28km E of Coso Junction, CA""","earthquake"
"1414230339420","36.0906667","-117.6445","-0.466","0.78","""ml""","11","92","0.1035","0.17","""ci""","id5273","1457689767812","""28km E of Coso Junction, CA""","earthquake"
"1414230105780","34.1553333","-117.6608333","1.092","1.81","""ml""","61","28","0.03937","0.26","""ci""","id5274","1457663700078","""6km N of Upland, CA""","earthquake"
"1414229801720","33.4443333","-116.5716667","9.481","1.83","""ml""","77","24","0.05635","0.17","""ci""","id5276","1457689766591","""16km SE of Anza, CA""","earthquake"
"1414227900850","37.4726667","-118.7811667","4.925","0.82","""md""","22","156","0.04955","0.04","""nc""","id5284","1486255995734","""25km SE of Mammoth Lakes, California""","earthquake"
"1414227404530","33.7045","-116.7236667","18.415","0.39","""ml""","19","98","0.01034","0.07","""ci""","id5287","1457670281925","""4km S of Idyllwild, CA""","earthquake"
"1414226841240","37.6105","-118.8691667","-0.084","0.45","""md""","8","151","0.00991","0.03","""nc""","id5289","1486255990681","""10km ESE of Mammoth Lakes, California""","earthquake"
"1414225634690","37.3651667","-119.9966667","24.655","1.57","""md""","6","113","0.2081","0.05","""nc""","id5292","1486255985858","""13km SSW of Mariposa, California""","earthquake"
"1414225493010","37.2056667","-98.0115","4.23","1.73","""ml""","11","146","0.0386","0.06","""ismpkansas""","id5293","1437340996880","""Kansas""","earthquake"
"1414224883240","37.1125","-111.9008333","6.03","1.81","""md""","9","117","0.4653","0.18","""uu""","id5294","1414509303560","""45km WNW of Page, Arizona""","earthquake"
"1414224589870","38.8378333","-122.7733333","1.91","0.49","""md""","27","85","0.005405","0.07","""nc""","id5297","1486255980912","""4km WNW of Cobb, California""","earthquake"
"1414222190090","33.4566667","-116.8235","11.421","0.3","""ml""","16","99","0.1302","0.12","""ci""","id5300","1457689764787","""4km ENE of Aguanga, CA""","earthquake"
"1414221040620","33.5108333","-116.4725","7.697","1.42","""ml""","60","45","0.04106","0.25","""ci""","id5305","1457696081765","""19km ESE of Anza, CA""","earthquake"
"1414220999750","33.9785","-116.8288333","12.905","0.99","""ml""","26","108","0.05915","0.2","""ci""","id5306","1457763652660","""7km NE of Banning, CA""","earthquake"
"1414219408700","19.4668","-68.4308","45","3.5","""Md""","14","327.6","1.59540794","0.25","""pr""","id5309","1421457937040","""84km NE of Miches, Dominican Republic""","earthquake"
"1414218812320","38.8441658","-122.831337","1.956","0.45","""md""","6","108","0.006306","0.01","""nc""","id5311","1486255975272","""Northern California""","earthquake"
"1414218751180","33.4301667","-116.4083333","11.878","0.56","""ml""","19","137","0.1502","0.19","""ci""","id5313","1457722683472","""20km N of Borrego Springs, CA""","earthquake"
"1414218086450","35.807","-120.3475","9.15","0.91","""md""","39","68","0.02432","0.07","""nc""","id5314","1486255968660","""17km N of Shandon, California""","earthquake"
"1414217509100","18.0351","-67.315","22","2","""Md""","4","277.2","0.19762936","0.09","""pr""","id5317","1414222689836","""14km WSW of Puerto Real, Puerto Rico""","earthquake"
"1414216968550","38.8178333","-122.7978333","2.78","1.35","""md""","48","28","0.00991","0.05","""nc""","id5318","1486255958630","""5km NW of The Geysers, California""","earthquake"
"1414216903390","35.9673333","-120.5245","9.956","2.4","""md""","97","40","0.01532","0.06","""nc""","id5320","1486255949420","""24km SW of Coalinga, California""","earthquake"
"1414215969720","38.8289986","-122.7574997","0.38","0.46","""md""","7","85","0.008108","0.01","""nc""","id5324","1486255939894","""Northern California""","earthquake"
"1414214705880","38.7818336","-122.7024994","-0.795","0.85","""md""","5","144","0.01351","0.11","""nc""","id5325","1486255934707","""Northern California""","earthquake"
"1414214654820","38.8219986","-122.7661667","1.628","0.78","""md""","8","163","0.009009","0.01","""nc""","id5326","1486255929499","""3km W of Cobb, California""","earthquake"
"1414212675480","34.0658333","-117.299","17.504","1.35","""ml""","51","46","0.1314","0.28","""ci""","id5333","1457676849926","""2km ESE of Colton, CA""","earthquake"
"1414212438700","18.746","-67.441","8","2.7","""Md""","8","309.6","0.41771661","0.27","""pr""","id5335","1421457937040","""45km NW of San Antonio, Puerto Rico""","earthquake"
"1414210574520","47.909","-122.2196667","20.652","0.74","""md""","7","135","0.1448","0.12","""uw""","id5339","1469216434410","""5km NNW of Mill Creek, Washington""","earthquake"
"1414209894620","33.3241667","-116.8331667","8.334","0.67","""ml""","22","92","0.03836","0.25","""ci""","id5340","1457696077745","""4km SE of Palomar Observatory, CA""","earthquake"
"1414209753960","33.0246667","-116.3128333","9.235","0.89","""ml""","18","60","0.1199","0.22","""ci""","id5343","1457663698286","""21km SW of Ocotillo Wells, CA""","earthquake"
"1414208532310","37.0558333","-97.9203333","5.52","2.21","""ml""","11","96","0.06524","0.05","""ismpkansas""","id5349","1437340992810","""Kansas""","earthquake"
"1414207777700","36.6131667","-89.5623333","13.47","2.4","""md""","35","40","0.02646","0.07","""nm""","id5350","1460052492270","""4km NW of New Madrid, Missouri""","earthquake"
"1414207091200","37.4721667","-118.7833333","4.955","1.05","""md""","23","156","0.05135","0.04","""nc""","id5352","1486255924493","""25km SE of Mammoth Lakes, California""","earthquake"
"1414207071220","37.4715","-118.7823333","5.17","0.67","""md""","11","156","0.05045","0.02","""nc""","id5353","1486255919326","""25km SE of Mammoth Lakes, California""","earthquake"
"1414204578470","40.2133333","-121.3183333","13.639","1.7","""md""","11","120","0.1703","0.05","""nc""","id5360","1486255914547","""12km SW of Chester, California""","earthquake"
"1414203991650","38.7926674","-122.8073349","2.746","0.56","""md""","11","138","0.005405","0.02","""nc""","id5364","1486255909456","""4km WNW of The Geysers, California""","earthquake"
"1414202872620","38.8268318","-122.8525009","1.857","0.55","""md""","12","87","0.003604","0.02","""nc""","id5367","1486255904254","""9km WNW of The Geysers, California""","earthquake"
"1414202213680","38.7913333","-122.808","3.153","0.27","""md""","20","100","0.004505","0.02","""nc""","id5370","1486255899414","""4km WNW of The Geysers, California""","earthquake"
"1414201578680","34.2128333","-117.5736667","9.843","0.89","""ml""","22","49","0.06097","0.17","""ci""","id5372","1457709194093","""9km SW of Lytle Creek, CA""","earthquake"
"1414200131200","18.1735","-67.3779","29","2","""Md""","4","273.6","0.27668111","0.15","""pr""","id5374","1414205920857","""21km SW of Stella, Puerto Rico""","earthquake"
"1414196427140","36.569","-121.1623333","3.379","1.07","""md""","23","60","0.02342","0.08","""nc""","id5390","1486255894499","""21km NE of Soledad, California""","earthquake"
"1414196116190","38.835","-122.8773333","2.606","0.52","""md""","19","61","0.005405","0.03","""nc""","id5391","1486255889327","""12km ENE of Cloverdale, California""","earthquake"
"1414194937800","37.5388333","-118.8778333","5.361","0.4","""md""","17","155","0.06396","0.02","""nc""","id5393","1486255884187","""14km SE of Mammoth Lakes, California""","earthquake"
"1414194922410","45.6826667","-122.3706667","-0.817","1.03","""md""","9","158","0.2287","0.16","""uw""","id5394","1469216434160","""5km NNE of Fern Prairie, Washington""","explosion"
"1414194276610","33.4645","-116.5896667","11.239","0.88","""ml""","25","99","0.03189","0.2","""ci""","id5396","1457702499140","""13km SE of Anza, CA""","earthquake"
"1414193761350","38.7653351","-122.7121658","1.515","0.91","""md""","10","73","0.009009","0.05","""nc""","id5399","1486255879134","""4km ESE of The Geysers, California""","earthquake"
"1414192547930","36.0995","-117.8738333","2.195","0.8","""ml""","7","183","0.02383","0.13","""ci""","id5403","1457663696929","""9km NE of Coso Junction, CA""","earthquake"
"1414192108730","34.0385","-117.2303333","16.331","0.82","""ml""","21","74","0.1036","0.11","""ci""","id5406","1457702497671","""3km ESE of Loma Linda, CA""","earthquake"
"1414191997920","34.5958333","-118.6513333","9.682","1","""ml""","17","67","0.06237","0.22","""ci""","id5407","1457689763474","""12km NNW of Castaic, CA""","earthquake"
"1414191771440","37.0501667","-97.9145","6.27","1.77","""ml""","11","94","0.06744","0.06","""ismpkansas""","id5409","1437340974250","""Kansas""","earthquake"
"1414191384820","34.0418333","-117.1031667","9.521","1.42","""ml""","58","32","0.00996","0.19","""ci""","id5411","1457683258675","""4km SE of Mentone, CA""","earthquake"
"1414189169050","37.22","-97.8806667","2.15","1.59","""ml""","9","82","0.02234","0.05","""ismpkansas""","id5413","1437340978820","""Kansas""","earthquake"
"1414188174590","34.023","-116.9366667","19.028","1.14","""ml""","32","45","0.02616","0.26","""ci""","id5416","1457702496256","""10km E of Yucaipa, CA""","earthquake"
"1414186689500","38.7794991","-122.7101669","3.412","0.46","""md""","4","164","0.008108","0.01","""nc""","id5419","1486255874220","""Northern California""","earthquake"
"1414186156280","37.5453333","-118.8308333","5.645","0.77","""md""","17","140","0.04505","0.03","""nc""","id5420","1486255869436","""16km SE of Mammoth Lakes, California""","earthquake"
"1414185295620","38.7763329","-122.7163315","2.305","0.59","""md""","8","87","0.002703","0.02","""nc""","id5423","1486255864328","""3km E of The Geysers, California""","earthquake"
"1414184954150","49.4151667","-120.5273333","-0.54","2.37","""md""","9","223","0.6034","0.25","""uw""","id5424","1469216433930","""4km SSW of Princeton, Canada""","explosion"
"1414184901300","33.8388333","-117.4971667","-0.679","1.18","""ml""","36","102","0.04838","0.19","""ci""","id5425","1457683257155","""5km SSE of Home Gardens, CA""","quarry blast"
"1414184875220","38.7775002","-122.7139969","2.659","1.18","""md""","7","96","0.004505","0.02","""nc""","id5426","1486255859406","""3km E of The Geysers, California""","earthquake"
"1414182484520","33.8386667","-117.4861667","0.788","1.04","""ml""","24","74","0.04028","0.25","""ci""","id5433","1457696075333","""5km SE of Home Gardens, CA""","quarry blast"
"1414181098260","33.8588333","-117.4998333","-0.592","1.53","""ml""","31","77","0.06154","0.16","""ci""","id5437","1457689762196","""3km SE of Home Gardens, CA""","quarry blast"
"1414181017120","40.2103333","-121.2895","6.644","1.87","""md""","13","92","0.164","0.06","""nc""","id5440","1486255854488","""11km SSW of Chester, California""","earthquake"
"1414180834120","40.7446667","-122.3165","-0.684","1.8","""md""","24","47","0.2378","0.12","""nc""","id5441","1486255849449","""8km NNE of Shasta Lake, California""","quarry blast"
"1414180705440","38.9581667","-111.3946667","-1.64","1.71","""ml""","11","97","0.04817","0.1","""uu""","id5442","1414421993970","""27km WSW of Ferron, Utah""","earthquake"
"1414179577720","36.0185","-117.7731667","0.868","0.84","""ml""","13","58","0.009269","0.12","""ci""","id5446","1457715954373","""15km NE of Little Lake, CA""","earthquake"
"1414179051310","34.2906667","-116.7075","0.018","1.11","""ml""","23","66","0.1088","0.12","""ci""","id5448","1457702494812","""13km ENE of Big Bear City, CA""","earthquake"
"1414178705970","38.8409996","-122.8235016","1.397","0.19","""md""","6","94","0.00991","0.02","""nc""","id5450","1486255844189","""Northern California""","earthquake"
"1414178534620","33.6691667","-117.2608333","-0.614","1.05","""ml""","20","102","0.08797","0.14","""ci""","id5453","1457743579610","""6km E of Lake Elsinore, CA""","quarry blast"
"1414177673620","36.8926667","-121.612","-0.117","1.02","""md""","20","70","0.03874","0.1","""nc""","id5455","1486255839105","""2km E of Aromas, California""","quarry blast"
"1414177446660","33.1178333","-116.0896667","6.833","1.56","""ml""","46","37","0.1568","0.19","""ci""","id5457","1457670280538","""5km SE of Ocotillo Wells, CA""","earthquake"
"1414176707290","47.6205","-122.4381667","30.527","2.37","""ml""","45","56","0.04751","0.36","""uw""","id5461","1469216433560","""6km E of Bainbridge Island, Washington""","earthquake"
"1414176564360","35.6743333","-120.9916667","-0.388","1.16","""md""","13","86","0.005405","0.09","""nc""","id5464","1486255833485","""11km WSW of Lake Nacimiento, California""","quarry blast"
"1414175478791","37.1075","-116.9494","5.5513","0.06","""ml""","5","230.67","0.144","0.1162","""nn""","id5465","1415910993187","""27km NW of Beatty, Nevada""","earthquake"
"1414174295300","38.8403333","-122.8248333","2.259","1.66","""md""","48","41","0.008108","0.05","""nc""","id5471","1486255827200","""9km WNW of Cobb, California""","earthquake"
"1414174027900","38.8128319","-122.8156662","3.158","0.55","""md""","5","155","0.01081","0.01","""nc""","id5473","1486255818691","""Northern California""","earthquake"
"1414173808140","38.8078333","-122.7736667","-0.745","0.26","""md""","6","104","0.01261","0.03","""nc""","id5474","1486255813522","""Northern California""","earthquake"
"1414173667130","33.4636667","-116.812","13.117","0.26","""ml""","12","229","0.1191","0.11","""ci""","id5475","1457722681523","""5km ENE of Aguanga, CA""","earthquake"
"1414173319400","37.4303333","-121.7741667","8.851","2.21","""md""","81","48","0.05766","0.04","""nc""","id5476","1486255806410","""6km NE of East Foothills, California""","earthquake"
"1414169642882","39.1995","-119.1286","0","0.66","""ml""","3","223.23","0.231","0.0664","""nn""","id5485","1415909398301","""23km N of Yerington, Nevada""","earthquake"
"1414169328364","40.0864","-119.6856","15.7866","0.04","""ml""","6","118.51","0.091","0.0529","""nn""","id5486","1414175258276","""48km N of Spanish Springs, Nevada""","earthquake"
"1414169057200","18.204","-67.249","29","1.9","""Md""","4","237.6","0.23625692","0.05","""pr""","id5488","1414180939912","""11km W of Mayaguez, Puerto Rico""","earthquake"
"1414168542350","48.365","-122.0538333","-0.922","0.84","""md""","4","127","0.07342","0.12","""uw""","id5490","1469216433310","""14km ESE of Big Lake, Washington""","explosion"
"1414167746130","33.4685","-116.443","10.248","0.67","""ml""","19","157","0.05663","0.14","""ci""","id5493","1457743578228","""23km ESE of Anza, CA""","earthquake"
"1414167092360","37.6525","-118.8196667","4.469","0.57","""md""","16","90","0.01982","0.05","""nc""","id5495","1486255796371","""13km E of Mammoth Lakes, California""","earthquake"
"1414166506268","39.2636","-120.3876","6.1949","0.35","""ml""","6","186.83","0.102","0.078","""nn""","id5498","1415909132787","""19km WSW of Truckee, California""","earthquake"
"1414166155170","37.4711667","-118.8038333","2.059","0.49","""md""","10","165","0.1207","0.1","""nc""","id5499","1486255791251","""24km SE of Mammoth Lakes, California""","earthquake"
"1414165096740","36.5935","-121.0916667","10.552","1.33","""md""","30","46","0.04414","0.08","""nc""","id5503","1486255786193","""28km NE of Soledad, California""","earthquake"
"1414165049174","36.9324","-117.522","0","0.49","""ml""","9","330.67","0.393","0.1065","""nn""","id5506","1415908602280","""60km NE of Lone Pine, California""","earthquake"
"1414162928520","34.6011667","-118.6401667","7.81","1.31","""ml""","22","94","0.07001","0.15","""ci""","id5510","1457683255694","""13km N of Castaic, CA""","earthquake"
"1414161984470","38.8215","-122.7615","1.673","1.22","""md""","46","62","0.01081","0.07","""nc""","id5514","1486255779220","""3km W of Cobb, California""","earthquake"
"1414161841540","31.6711667","-115.7873333","3.164","2.53","""ml""","6","182","0.3596","0.18","""ci""","id5515","1457722679953","""74km E of Maneadero, B.C., MX""","earthquake"
"1414160799960","36.0358333","-120.6046667","3.324","0.48","""md""","14","187","0.03333","0.06","""nc""","id5517","1486255770553","""24km WSW of Coalinga, California""","earthquake"
"1414159488760","36.0963333","-120.6838333","2.39","1.69","""md""","65","111","0.07658","0.11","""nc""","id5521","1486255765094","""29km W of Coalinga, California""","earthquake"
"1414156788090","38.8078333","-122.812","2.323","0.49","""md""","20","99","0.01261","0.03","""nc""","id5528","1486255759256","""5km NW of The Geysers, California""","earthquake"
"1414156573200","44.7425","-110.2961667","7.37","1.47","""md""","5","212","0.03994","0.03","""uu""","id5529","1414445144380","""52km NE of Old Faithful Geyser, Wyoming""","earthquake"
"1414156301030","38.338","-122.3865","9.3","1.59","""md""","34","51","0.05676","0.06","""nc""","id5532","1486255752650","""7km SSW of Yountville, California""","earthquake"
"1414156001760","38.9525","-111.3903333","-3.47","1.18","""md""","5","199","0.05118","0.08","""uu""","id5534","1414439999610","""27km SW of Ferron, Utah""","earthquake"
"1414155459160","38.963","-111.3913333","8.59","1.05","""ml""","7","108","0.1773","0.05","""uu""","id5537","1414439751870","""26km WSW of Ferron, Utah""","earthquake"
"1414155372560","33.6613333","-116.9306667","16.488","1.84","""ml""","66","29","0.02631","0.19","""ci""","id5538","1457736733922","""10km SSW of Valle Vista, CA""","earthquake"
"1414154607740","38.7394981","-122.6998367","5.812","0.48","""md""","5","258","0.009009","0.02","""nc""","id5542","1486255745003","""Northern California""","earthquake"
"1414153770610","38.2728333","-122.5833333","2.835","1.04","""md""","17","54","0.02793","0.09","""nc""","id5546","1486255739410","""6km NE of Petaluma, California""","earthquake"
"1414153684170","38.784668","-122.7513351","-0.205","1.19","""md""","17","57","0.01171","0.05","""nc""","id5547","1486255733815","""0km NNE of The Geysers, California""","earthquake"
"1414153333210","34.1455","-116.4265","7.254","1.13","""ml""","27","68","0.05394","0.13","""ci""","id5549","1457715952972","""4km N of Yucca Valley, CA""","earthquake"
"1414153291500","38.8033333","-122.7676697","0.789","0.77","""md""","8","111","0.01441","0.02","""nc""","id5550","1486255728875","""3km NNW of The Geysers, California""","earthquake"
"1414152843960","38.8208351","-122.793663","0.2","1.18","""md""","19","54","0.01261","0.02","""nc""","id5552","1486255723832","""5km NNW of The Geysers, California""","earthquake"
"1414152694970","38.7868333","-122.462","0.901","1.25","""md""","12","139","0.02162","0.06","""nc""","id5553","1486255718712","""8km ESE of Hidden Valley Lake, California""","earthquake"
"1414152450520","38.8016663","-122.8304977","3.66","0.8","""md""","11","215","0.007207","0.03","""nc""","id5555","1486255713686","""6km WNW of The Geysers, California""","earthquake"
"1414152389928","40.2884","-119.7139","12.9124","1.24","""ml""","10","255.84","0.119","0.1305","""nn""","id5557","1414169610476","""43km SW of Gerlach-Empire, Nevada""","earthquake"
"1414152342270","38.8226662","-122.7931671","0.516","0.76","""md""","13","84","0.01351","0.02","""nc""","id5558","1486255708687","""5km NNW of The Geysers, California""","earthquake"
"1414152164640","34.1513333","-116.4361667","5.434","0.86","""ml""","15","94","0.05185","0.32","""ci""","id5559","1457736731786","""4km N of Yucca Valley, CA""","earthquake"
"1414151845820","38.7928352","-122.7574997","0.876","1.14","""md""","21","51","0.01892","0.03","""nc""","id5561","1486255703756","""1km N of The Geysers, California""","earthquake"
"1414151714900","47.732","-120.2851667","-0.36","0.53","""md""","5","130","0.132","0.05","""uw""","id5564","1469216433090","""8km NW of Entiat, Washington""","earthquake"
"1414151593680","35.7521667","-117.653","12.557","0.77","""ml""","11","98","0.07785","0.39","""ci""","id5566","1457756985081","""15km N of Ridgecrest, CA""","earthquake"
"1414151428850","35.4806667","-118.3611667","10.7","0.77","""ml""","13","86","0.1886","0.13","""ci""","id5567","1457763650816","""17km SE of Bodfish, CA""","earthquake"
"1414151281740","38.7924995","-122.7573318","1.342","0.52","""md""","7","101","0.01892","0.01","""nc""","id5569","1486255698759","""Northern California""","earthquake"
"1414150601090","33.6801667","-116.7563333","15.23","0.7","""ml""","25","70","0.04682","0.2","""ci""","id5572","1457702493463","""8km SSW of Idyllwild, CA""","earthquake"
"1414150536110","33.5178333","-116.7453333","4.269","0.2","""ml""","11","208","0.04791","0.11","""ci""","id5573","1457750193350","""8km WSW of Anza, CA""","earthquake"
"1414150447780","33.8728333","-117.6558333","0.607","1.4","""ml""","41","48","0.08658","0.25","""ci""","id5575","1457702492050","""8km W of Corona, CA""","earthquake"
