"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1414150009700","38.831665","-122.7740021","1.393","0.79","""md""","10","66","0.01081","0.02","""nc""","id5576","1486255694136","""4km WNW of Cobb, California""","earthquake"
"1414149944820","38.8358345","-122.7733307","1.25","1.19","""md""","13","77","0.006306","0.02","""nc""","id5578","1486255689277","""4km WNW of Cobb, California""","earthquake"
"1414149877030","44.7943333","-110.2483333","10.89","1.6","""md""","6","268","0.08165","0.03","""uu""","id5579","1414772691890","""59km NE of Old Faithful Geyser, Wyoming""","earthquake"
"1414149686520","38.8201667","-122.7926667","0.49","1.05","""md""","45","31","0.01171","0.06","""nc""","id5580","1486255684491","""5km NNW of The Geysers, California""","earthquake"
"1414149524020","32.5861667","-117.0735","16.064","1.73","""ml""","24","163","0.0775","0.22","""ci""","id5583","1457670278983","""4km E of Imperial Beach, CA""","earthquake"
"1414148585260","38.7763333","-122.7536667","0.137","0.22","""md""","16","57","0.01081","0.05","""nc""","id5591","1486255679174","""0km ESE of The Geysers, California""","earthquake"
"1414148452600","18.1175","-66.5771","19","2.1","""Md""","18","57.6","0.0413225","0.2","""pr""","id5593","1414151200253","""7km NNW of Coto Laurel, Puerto Rico""","earthquake"
"1414147993700","37.6261667","-118.893","2.689","0.99","""md""","29","85","0.008108","0.06","""nc""","id5596","1486255674229","""7km ESE of Mammoth Lakes, California""","earthquake"
"1414147957700","34.0606667","-117.972","11.87","1.41","""ml""","43","53","0.0444","0.18","""ci""","id5597","1457676847760","""1km NNW of West Puente Valley, CA""","earthquake"
"1414147700720","37.2073333","-98.0113333","4.93","1.82","""ml""","11","147","0.0376","0.06","""ismpkansas""","id5599","1437340962630","""Kansas""","earthquake"
"1414146973330","33.685","-116.7443333","17.12","0.63","""ml""","25","58","0.03624","0.2","""ci""","id5602","1457702490584","""7km SSW of Idyllwild, CA""","earthquake"
"1414146595670","33.93","-117.6573333","11.025","0.84","""ml""","18","152","0.2038","0.13","""ci""","id5605","1457736730454","""10km SSE of Chino, CA""","earthquake"
"1414146566950","38.7088333","-122.526","6.383","0.99","""md""","26","98","0.08649","0.09","""nc""","id5606","1486255667620","""9km ESE of Middletown, California""","earthquake"
"1414146167680","38.7845001","-122.745163","1.365","0.9","""md""","10","113","0.007207","0.02","""nc""","id5609","1486255660183","""1km NE of The Geysers, California""","earthquake"
"1414146131380","38.8303337","-122.8001633","1.422","0.43","""md""","6","105","0.02252","0.04","""nc""","id5610","1486255655142","""Northern California""","earthquake"
"1414145965590","33.9438333","-117.8945","3.162","0.97","""ml""","13","136","0.02434","0.23","""ci""","id5612","1457696073917","""3km N of Brea, CA""","earthquake"
"1414145065280","33.6995","-116.717","17.5","0.85","""ml""","34","52","0.01187","0.21","""ci""","id5615","1457756983304","""4km S of Idyllwild, CA""","earthquake"
"1414144969630","48.857","-122.8353333","16.89","2.78","""ml""","25","164","0.142","0.19","""uw""","id5616","1469216432770","""9km SW of Birch Bay, Washington""","earthquake"
"1414144442200","46.4325","-113.1628","6.1","1","""mc""","15","118.799990496","0.1958327","0.15","""mb""","id5618","1414427552852","""15km NE of Philipsburg, Montana""","earthquake"
"1414144333450","37.0548333","-97.9196667","5.78","1.69","""ml""","11","97","0.06574","0.07","""ismpkansas""","id5620","1437340943830","""Kansas""","earthquake"
"1414143313250","39.2353333","-123.1928333","7.657","1.58","""md""","18","60","0.08919","0.06","""nc""","id5623","1486255650335","""3km SSE of Redwood Valley, California""","earthquake"
"1414143209120","37.6341667","-119.0255","0.738","-0.03","""md""","7","145","0.006306","0.06","""nc""","id5624","1486255645325","""Long Valley area, California""","earthquake"
"1414142381040","37.0555","-97.9206667","6.18","2.59","""ml""","11","96","0.06566","0.05","""ismpkansas""","id5629","1437340950000","""Kansas""","earthquake"
"1414142343690","46.1995","-122.2123333","-1.036","-0.05","""md""","6","105","0.01774","0.21","""uw""","id5631","1469216432480","""36km NNE of Amboy, Washington""","earthquake"
"1414141524110","38.8235016","-122.7649994","1.754","0.87","""md""","14","68","0.008108","0.02","""nc""","id5637","1486255640312","""3km W of Cobb, California""","earthquake"
"1414141288850","40.4945","-124.2238333","25.422","2.12","""md""","17","126","0.08829","0.09","""nc""","id5639","1486255633870","""9km W of Rio Dell, California""","earthquake"
"1414140164050","40.6498333","-111.2075","6.86","0.51","""md""","12","81","0.02665","0.12","""uu""","id5640","1414167179950","""6km E of Kamas, Utah""","earthquake"
"1414139979960","33.8721667","-117.6568333","0.676","1.72","""ml""","47","29","0.08637","0.27","""ci""","id5642","1457702489055","""8km W of Corona, CA""","earthquake"
"1414139615540","36.0235","-117.7823333","1.468","0.33","""ml""","9","89","0.04623","0.09","""ci""","id5643","1457750191524","""15km NE of Little Lake, CA""","earthquake"
"1414139014430","33.486","-116.5346667","3.299","0.17","""ml""","16","118","0.0571","0.39","""ci""","id5644","1457689760780","""15km ESE of Anza, CA""","earthquake"
"1414136821567","40.2831","-119.7333","12.7127","1.02","""ml""","8","268.84","0.113","0.1699","""nn""","id5648","1414167982205","""44km SW of Gerlach-Empire, Nevada""","earthquake"
"1414136709690","36.1445","-118.0535","0.263","1.28","""ml""","20","85","0.163","0.15","""ci""","id5649","1457689759465","""15km NW of Coso Junction, CA""","earthquake"
"1414136567780","38.8255005","-122.8573303","2.033","0.81","""md""","17","66","0.001802","0.03","""nc""","id5650","1486255623343","""10km WNW of The Geysers, California""","earthquake"
"1414136089060","38.841835","-122.8393326","1.573","0.38","""md""","12","60","0.004505","0.02","""nc""","id5651","1486255618209","""10km WNW of Cobb, California""","earthquake"
"1414132853020","36.5053333","-121.5126667","8.133","0.98","""md""","23","112","0.1045","0.07","""nc""","id5665","1486255613487","""6km W of Gonzales, California""","earthquake"
"1414131913181","41.8596","-119.6586","2.4203","1.43","""ml""","3","245.54","0.482","0.1367","""nn""","id5671","1414171491315","""67km ESE of Lakeview, Oregon""","earthquake"
"1414130443340","31.4546667","-115.5178333","-1.277","3.03","""ml""","5","154","0.4107","0.17","""ci""","id5673","1457696072442","""92km SSW of Alberto Oviedo Mota, B.C., MX""","earthquake"
"1414129324900","17.9043","-67.1354","6","1.7","""Md""","3","313.2","0.10420457","0.02","""pr""","id5677","1414140821014","""9km SE of Pole Ojea, Puerto Rico""","earthquake"
"1414129289290","33.4831667","-116.4428333","12.688","0.46","""ml""","15","155","0.0426","0.15","""ci""","id5678","1457663695668","""23km ESE of Anza, CA""","earthquake"
"1414128705880","32.8955","-116.2768333","6.853","1.05","""ml""","19","71","0.02893","0.19","""ci""","id5682","1457715949433","""25km ENE of Pine Valley, CA""","earthquake"
"1414128174310","38.8228333","-122.8455","2.08","0.12","""md""","19","84","0.008108","0.02","""nc""","id5685","1486255608022","""9km WNW of The Geysers, California""","earthquake"
"1414127486590","38.791832","-122.80867","3.187","0.76","""md""","8","190","0.005405","0.01","""nc""","id5689","1486255602837","""4km WNW of The Geysers, California""","earthquake"
"1414126435080","36.5803333","-121.1865","7.024","1.03","""md""","28","35","0.006306","0.06","""nc""","id5694","1486255596490","""21km NE of Soledad, California""","earthquake"
"1414125494600","17.9085","-67.1231","7","1.7","""Md""","3","313.2","0.09701805","0.02","""pr""","id5699","1414140787985","""9km SE of Pole Ojea, Puerto Rico""","earthquake"
"1414124189170","33.3491667","-116.3453333","11.899","1.01","""ml""","38","122","0.02888","0.16","""ci""","id5703","1457709192766","""11km NNE of Borrego Springs, CA""","earthquake"
"1414122530510","38.8274994","-122.8539963","0.733","0.37","""md""","6","160","0.01712","0.01","""nc""","id5712","1486255589011","""10km WNW of The Geysers, California""","earthquake"
"1414121337800","48.0093","-115.124","2.4","1.3","""mc""","19","115.199990784","0.2757828","0.15","""mb""","id5718","1414427547105","""48km NNE of Thompson Falls, Montana""","earthquake"
"1414119626300","33.7438333","-116.8233333","15.429","0.51","""ml""","19","95","0.0921","0.24","""ci""","id5724","1457663694280","""6km E of Valle Vista, CA""","earthquake"
"1414119052140","33.8943333","-116.9151667","14.46","1.01","""ml""","33","35","0.06073","0.18","""ci""","id5726","1457696071194","""5km SW of Banning, CA""","earthquake"
"1414118637580","38.8294983","-122.8088303","0.719","0.45","""md""","16","86","0.01712","0.03","""nc""","id5727","1486255583958","""7km W of Cobb, California""","earthquake"
"1414118186539","40.0678","-120.0833","10.8299","0.42","""ml""","6","144.62","0.165","0.0725","""nn""","id5731","1414167701897","""43km NNW of Cold Springs, Nevada""","earthquake"
"1414117605990","37.6438333","-118.9688333","4.018","0.05","""md""","8","149","0.02793","0.04","""nc""","id5733","1486255578932","""Long Valley area, California""","earthquake"
"1414116362010","35.8366667","-121.4146667","6.81","1.48","""md""","11","212","0.07117","0.04","""nc""","id5738","1486255573897","""29km NW of San Simeon, California""","earthquake"
"1414114482060","37.1168333","-121.5225","6.851","1.01","""md""","18","107","0.004505","0.04","""nc""","id5745","1486255568805","""8km ENE of San Martin, California""","earthquake"
"1414114400360","35.9581667","-117.7515","1.232","0.5","""ml""","16","81","0.05247","0.21","""ci""","id5746","1457743576024","""14km E of Little Lake, CA""","earthquake"
"1414114086170","47.5028333","-122.8481667","17.171","0.14","""md""","6","240","0.06086","0.1","""uw""","id5749","1469216432250","""6km NNW of Belfair, Washington""","earthquake"
"1414112602730","40.2878333","-124.3653333","19.4","1.81","""md""","13","239","0.07117","0.1","""nc""","id5758","1486255563725","""32km SW of Rio Dell, California""","earthquake"
"1414111888320","37.6798333","-118.8805","-0.449","1.12","""md""","24","113","0.02252","0.05","""nc""","id5765","1486255558344","""7km E of Mammoth Lakes, California""","earthquake"
"1414110888700","18.3318","-66.419","117","2.7","""Md""","6","133.2","0.17786643","0.15","""pr""","id5770","1421457934040","""1km WNW of Morovis, Puerto Rico""","earthquake"
"1414110371800","45.7126","-111.3663","5.9","1","""mc""","7","298.799976096","0.2173923","0.05","""mb""","id5773","1414427543654","""16km WSW of Belgrade, Montana""","earthquake"
"1414110200370","38.833","-122.806","1.741","0.02","""md""","14","64","0.00991","0.01","""nc""","id5776","1486255552794","""Northern California""","earthquake"
"1414108508090","33.5163333","-116.4625","8.107","0.3","""ml""","13","130","0.03154","0.09","""ci""","id5784","1457683254173","""20km ESE of Anza, CA""","earthquake"
"1414108111940","38.8310013","-122.8075027","0.664","0.8","""md""","16","58","0.008108","0.01","""nc""","id5785","1486255547634","""7km W of Cobb, California""","earthquake"
"1414107914880","33.6333333","-116.6951667","14.563","0.72","""ml""","13","113","0.0397","0.06","""ci""","id5787","1457756981226","""9km NNW of Anza, CA""","earthquake"
"1414107247640","37.6808333","-118.8756667","-0.747","0.55","""md""","12","177","0.02613","0.05","""nc""","id5791","1486255542454","""9km ENE of Mammoth Lakes, California""","earthquake"
"1414104963400","18.6643","-64.5783","50","2.8","""Md""","4","295.2","0.24883333","0.36","""pr""","id5805","1421457934040","""27km N of Road Town, British Virgin Islands""","earthquake"
"1414104916020","37.0261667","-121.1868333","4.626","1.11","""md""","16","158","0.07838","0.05","""nc""","id5807","1486255537519","""27km NE of Hollister, California""","earthquake"
"1414104876990","38.7941666","-122.758667","1.06","0.84","""md""","14","72","0.02072","0.02","""nc""","id5808","1486255532349","""1km N of The Geysers, California""","earthquake"
"1414103758180","33.9275","-117.9013333","4.185","2.91","""ml""","113","30","0.02578","0.31","""ci""","id5813","1457743574390","""1km N of Brea, CA""","earthquake"
"1414103683060","33.9343333","-117.891","2.212","2.77","""ml""","98","21","0.02935","0.28","""ci""","id5814","1457736729050","""2km NNE of Brea, CA""","earthquake"
"1414102536210","37.4711667","-118.7966667","0.799","0.46","""md""","9","162","0.1216","0.08","""nc""","id5821","1486255527426","""25km SE of Mammoth Lakes, California""","earthquake"
"1414102266220","38.8088341","-122.8238297","1.6","0.93","""md""","15","70","0.004505","0.03","""nc""","id5823","1486255522632","""6km WNW of The Geysers, California""","earthquake"
"1414101418660","37.6381667","-118.889","-0.451","0.13","""md""","7","128","0.009009","0.06","""nc""","id5826","1486255517301","""7km E of Mammoth Lakes, California""","earthquake"
"1414101270160","33.4436667","-116.6743333","12.443","0.54","""ml""","27","59","0.0481","0.14","""ci""","id5827","1457663692890","""12km S of Anza, CA""","earthquake"
"1414099238920","36.126","-118.045","-1.217","0.84","""ml""","13","82","0.1542","0.13","""ci""","id5834","1457756979566","""12km NW of Coso Junction, CA""","earthquake"
"1414098233210","37.6265","-118.862","1.932","0.62","""md""","12","85","0.007207","0.02","""nc""","id5838","1486255512419","""10km ESE of Mammoth Lakes, California""","earthquake"
"1414098142240","43.7225","-121.313","0.12","-0.93","""md""","4","156","0.006072","0.05","""uw""","id5839","1469216432040","""16km SE of Three Rivers, Oregon""","earthquake"
"1414097874000","43.7223333","-121.313","-0.176","0.01","""md""","5","99","0.005958","0.06","""uw""","id5842","1469216431780","""16km SE of Three Rivers, Oregon""","earthquake"
"1414097690870","38.7556648","-122.723999","2.579","0.74","""md""","8","151","0.01622","0.03","""nc""","id5844","1486255507385","""3km SE of The Geysers, California""","earthquake"
"1414097201210","33.8631667","-117.5033333","-0.592","1.5","""ml""","14","104","0.06661","0.14","""ci""","id5846","1457696069735","""2km SE of Home Gardens, CA""","quarry blast"
"1414096786040","33.9196667","-116.7835","17.807","1.87","""ml""","67","25","0.08663","0.18","""ci""","id5848","1457676846194","""0km NE of Cabazon, CA""","earthquake"
"1414095816280","38.8248329","-122.8448334","1.79","0.49","""md""","11","77","0.008108","0.02","""nc""","id5851","1486255502342","""9km NW of The Geysers, California""","earthquake"
"1414094970110","33.8676667","-117.6633333","1.072","2.46","""ml""","75","30","0.05829","0.24","""ci""","id5853","1457756977619","""9km W of Corona, CA""","earthquake"
"1414094811593","39.2843","-120.3516","6.8645","0.35","""ml""","5","228.86","0.072","0.0802","""nn""","id5855","1414520447377","""15km WSW of Truckee, California""","earthquake"
"1414094756664","41.8718","-119.6549","0","1.64","""ml""","3","320.45","0.484","0.2107","""nn""","id5856","1414105577268","""67km ESE of Lakeview, Oregon""","earthquake"
"1414093366680","38.7563333","-122.7201667","3.837","0.68","""md""","4","147","0.01712","0.01","""nc""","id5866","1486255497374","""Northern California""","earthquake"
